Codigo,Nombre,Stock
"040465701","COLGANTE CLAVE DE SOL PLATA RODIADA",0
"04168","MAZA BOMBO NP FIELTRO BLANCO Y VERDE CORTA",0
"04186","THE RUSSIAN SCHOOL OF PIANO PLAYING 1 PART1 BOOSEY",6
"0420","TEORÍA Y PRÁCTICA DE LA FLAUTA 2TÉCNICA TREVOR WYE",0
"0426","MANOPLA CORNETA CORTA NEGRA ROJA y BLANCA",0
"04265","PUENTE GUITARRA ELÉCTRICA",0
"0448","LLAVE TENSION II DB0448",5
"0451","FUNDA BANDURRIA 32-B MOCHILA",0
"0452","FUNDA LAUD 32-B MOCHILA ACOLCHADA",0
"04533","CUERDA 1ª CELLO LARSEN SOLOIST TENS MEDIA",0
"04534","CUERDA 2ª CELLO LARSEN SOLOIST TENS. MEDIA",0
"0455","FUNDA CELLO STYROFOAM 4/4",0
"0456","ESTUCHE VIOLONCHELO 3/4 STYROFOAM REF 350",0
"0467","PEDAGOGÍA Y DIDÁCTICA PARA MÚSICOS",0
"046716108067","GRASA CORCHO RICO",0
"046716202543","CAÑA RICO SELECT JAZZ SAXO ALTO 3",0
"046716202659","CAÑA RICO SELECT JAZZ SAXO TENOR 3",0
"046716206138","CAÑA RICO THICK BLANK CLARINETE 3 1/2",0
"046716242136","CAÑAS RICO EVOLUTION 3.5",0
"046716242143","CAÑA RICO GRAND CONCERT SELECT EV. CLAR. 4",0
"046716532961","CAÑA 2 1/2 SAXO ALTO RICO ROYAL CAJA AZUL",0
"046716533319","CAÑA CLARINETE RICO 2 1/2 PLASTICOVER",0
"046716533326","CAJA 5 CAÑAS CLARINETE PLASTICOVER 3",0
"046716533449","CAJA 5 CAÑAS SAXO ALTO PLASTICOVER 3",0
"046716533500","CAJA 5 CAÑAS SAXO TENOR PLASTICOVER 3",0
"046716577313","ESTUCHE CAÑAS RICO CLAR/SAXO RVCASE04",0
"046716577757","CAÑA RICO RESERVE CLASSIC CLARINETE 3.5+",0
"046716580115","CAJA 10 CAÑAS CLARINETE RICO RESERVE 3.0",0
"046716581358","CAJA 10 CAÑAS CLARINETE RICO RESERVE 3",0
"046716581365","CAÑA CLARINETE RICO RESERVE 3 1/2",0
"046716581372","CAÑA 3.5+ CLARINETE Sib RICO RESERVE",0
"046716581457","CAJA 10 CAÑAS SAXO ALTO CLASSIC RICO RESERVE 3+",0
"046716581464","CAÑA SAXO ALTO DÁDDARIO RESERVE 3.5",0
"046716581525","CAÑA CLARINETE 3 1/2 RESERVE CLASSIC",0
"0475","SONATINA Nº5 EN SOL MAYOR.BEETHOVEN",0
"0479","ALBUM PARA ANA MAGDALENA BACH.URTEXT AZUL",0
"048667000353","SOPORTE ARMÓNICA HOHNER",0
"0501","BANDOLERA-CORREA REPUESTO PARA FUNDAS",0
"05035000","CAJA CHINA ESPECIAL 17,5 X 8 MOD- 05035",0
"05045","CAJA CHINA CORAL 17.5x8 MOD.05045 NP",0
"0540ECT","ADMIRA MÁLAGA ESTRECHA CUTAWAY ELECTRIFICADA FISMA",0
"0546","FUNDA ESTUCHE OBOE BORREGO COLSILLO Y MOCHILA",0
"0548","CUBRE TECLAS TECLADO 5 OCTAVAS 97x40x17",0
"0562","FUNDA LAUD PROTECTION ORTOLÁ",0
"0563","FUNDA BANDURRIA PROTECTION ORTOLÁ",0
"0565","MÉTODO TRANSPOSICIÓN PIANO.GERARD DOUPOND",0
"0591","FUNDA GUITARRA CLASICA 35MM REF 96",0
"05BE","GUIT.ACÚSTICA MINI-JUMBO ACADEMY CA-05 CEQ",0
"06002","MAZA PANDERO NACH",0
"06012","PAR MAZAS CARRILLÓN BOLA MADERA",0
"06014","MAZAS (PAR) CARRILLÓN BOLA GOMA",0
"06018","PAR MAZAS XILÓFONO ANILLO DE FIELTRO",0
"0602","FUNDA CAJÓN PERUANO O FLAMENCO",0
"06020","MAZAS (PAR)XIL/MET. BAJO LANA",0
"06022","PAR MAZAS XIL/MET. ALTO LANA",0
"06023","MAZAS (PAR) XILÓFONO BAJO BL NACH",0
"06024","MAZAS (PAR) METALÓFONO BOLA FIELTRO",0
"06026","PAR MAZAS METALÓFONO ANILLO GOMA",0
"06028","PAR MAZAS METALÓFONO BOLA GOMA",0
"0610","FUNDA GUITARRA NYLON S/A 4/4 O CADETE",0
"0643","LIP FLEXIBILITIES.COMPLETE.TROMPETA.JAMES STAMP",0
"06602","MAZAS XIL/MET BAJO LANA",0
"0668","FUNDA CAJÓN FLAMENCO 20MM (49x30x30)",0
"0670","ESTUCHE TROMBÓN FOAM ORTOLÁ",0
"06710","TENSADOR BORDONERO",0
"0680","LOOK LISTEN AND LEARN BOMBARDINO VOL1",0
"0700","ESTUCHE STYROFOAM GUITARRA CLÁSICA...(sigue)",0
"07002","MAZAS TIMBAL BLANDA",0
"07004","MAZAS TIMBAL SEMIDURA (CABEZA FIELTRO)",0
"07008","MAZAS CARRILLÓN BM",0
"07014","MAZAS LANA  SEMIDURA LSD (MORADA)",0
"0706","FUNDA CAJÓN PERUANO/FLAMENCO REF. 385 SIN LOGO",0
"0708","FUNDA CAJÓN PERUANO/FLAMENCO REF. 385 CON LOGO",0
"0716","CENCERRO NEGRO 5.5""",0
"0725","WARM-UPS+ESTUDIOS+2CD.CASTELLANO.JAMES STAMP",0
"073999000269","EL PRINCIPE DE EGIPTO.PIANO Y VOZ",0
"073999020922","ROLLING STONES.THE BEST.FOR GUITAR",0
"073999070781","DISNEY MOVIE HITS GUITARRA",0
"073999115239","THE DISNEY COLLECTION.HAL LEONARD",0
"073999131284","DISNEY PIANO SOLOS.HAL LEONARD",0
"073999131314","DISNEY AT THE PIANO.14 DISNEY FAVORITES.HAL LEONAR",0
"073999160819","DISNEY.MEGA-HIT MOVIES",1
"073999171266","PRIMARY HANDBOOK MALLETS+CD,GARWOOD WHALEY",1
"073999225358","THE DISNEY COLLECTION.HAL LEONARD.EASY PIANO",0
"073999310900","FLUTE MUSIC BY FRENCH COMPOSERS.FLAUTA Y PIANO.MOY",0
"073999314748","MASTER STUDIES BY JOE MORELLO",0
"073999496086","BATERÍA 2 + C.D FAST TRACK",0
"073999502060","LA BELLA Y LA BESTIA.PIANO Y VOZ",0
"073999580730","MET. GUITARRA CLÁSICA. LIBRO º1. HAL LEONARD",0
"073999600360","BROADWAY FAVOURITES OBOE",0
"073999618303","15 ETUDES DE VIRTUOSITÉ. MOSZKOWSKI",0
"073999625011","CHRISTMAS FAVOURITES OBOE",0
"073999680157","CHRISTMAS FAVORITES FOR STRINGS",0
"073999765427","TECLADO 1 CON CD.HAL LEONARD",0
"073999812480","PRINCESAS DISNEY + FLAUTA",1
"073999905519","SONATA MOZART RE M Y FUGA DO",0
"073999955934","GUIT. ELÉCTRICA 1. HAL LEONARD",0
"073999955958","BATERÍA 1 +C.D FAST TRACK",0
"073999957259","GUIT. ELÉCTRICA 2. HAL LEONARD",0
"073999957266","TECLADO 2 CON CD.HAL LEONARD",0
"073999973679","MÉTODO PARA GUITARRA VOL. 2 + C.D",1
"0740","ESTUCHE STYROFOAM GUIT.ELÉCTRICA SIN LOGO",0
"0769","ESTUCHE TROMPETA STYROFOAM REF. 98",0
"0791","ESTUCHE-FUNDA TECLADO 131x49x15 ROLLER",0
"07920","PARCHE PIEL EMPARCHADO 38CM 15"" REF 07920",0
"08001","CAJA CHINA PLANA DE 17.5 FIBRA CORAL",0
"08002","CAJA CHINA PLANA",0
"08024","CAJA CHINA PLANA DE 17,5",0
"08026","CAJA CHINA ESPECIAL DE 17.5",0
"08027","CAJA CHINA DE 17 FIBRA VERDE",0
"08039","CAJA CHINA PLANA FIBRA NEGRA",0
"0810","ESTUCHE STYROFOAM VIOLÍN 4/4",0
"0822","FUNDA ATRIL ECONÓMICO 54CMS LARGO",0
"0824","FUNDA TAMBOR REDOBLANTE 41x25 CAJA CHINA PLANA",0
"0844","MANOPLA PARA TROMPA ORTOLÁ",0
"0847","FUNDA BOQUILLA TUBA BHZ-301",0
"0848","FUNDA PARA DOS BOQUILLAS TROMPETA XHZ-121B",0
"0864","FUNDA TAMBOR REDOBLANTE 42x19 CAJA CHINA PLANA",0
"086792507965","FLAUTA DULCE YAMAHA SOPRANO YRS23",0
"086792507972","FLAUTA DULCE SOPRANO YAMAHA DIG.BARROCA 24B",0
"086792508016","FLAUTA YAMAHA YRS-302B-III",0
"086792990576","VALVE OIL REGULAR YAMAHA",0
"086792990644","ROTOR OIL SYNTHETIC YAMAHA",0
"086792992648","TROMBONE SLIDE LUBRICANT",0
"086792998824","NIUTHPIECE CLEANER YAMAHA",5
"08730","PARCHE PIEL 25 CM REF. 08730",2
"09004","CAJA CHINA REDONDA DOBLE",0
"0905","ESTUCHE VIOLA REF.920",0
"09135","CAJA MARCHA ALUMNIO 09535 35X09 CM",0
"0913ART","OBOE BULGHERONI 091/3-ART",0
"092","GOLPEADOR FORMA ZURDOS ELECTROSTÁTICO",5
"0922","LOOK,LISTEN AND LEARN PARA BOMBARDINO.VOL.2",0
"092-D","GOLPEADOR ELECTROESTATICO",0
"093","GOLPEADOR NACAR BLANCO 14x14",0
"099384","ADAPTADOR ABS MIN JACK/JACK AT165",0
"0GBG5","FUNDA GIG BAG GUITARRA ACÚSTICA",0
"0GBS2","FUNDA GUIT.CLÁSICA GIG BAG SERIE PLATA",0
"0GBS3","FUNDA GUIT.ELÉCTRICA GIG BAG SERIE PLATA",0
"1","PIZARRA BLANCA MAGNÉTICA ALUMINIO",0
"1/4CORINA","ARCO CONTRABAJO 1/4 CORINA",0
"10000","JUEGO CUERDAS GUITARRA GATO NEGRO",0
"1000056L","BOQUILLA CORNETA OBRAC C1 DORADA",0
"100009","CORREA GUITARRA CALAVERA Y ROSAS",0
"10001","JUEGO CUERDAS GATO NEGRO 150 ANIVERSARIO",0
"10003004","FLAUTA AULOS 209-B (ALTO)",0
"1000394","TECHNITUNES ACOMPAÑAMIENTO DE PIANO. SHEILA NELSON",0
"10010","JUEGO CUERDAS GUITARRA GATO NEGRO (NEGRAS)",0
"1003013","FLAUTA AULOS 211-A (TENOR)",0
"10050","PALO DE LLUVIA ODA GRANDE DE PLÁSTICO",0
"1005976","PAÑUELO CAMEL CON NOTAS MUSICALES",1
"1006","GRASA FLAUTA DULCE MOECK",3
"1007","BOLÍGRAFO BLANCO CON NOTA MUSICAL",22
"1007003","FLAUTA ZEN-ON STANESBYJUNIOR 150-BN",0
"1011","GRASA FLAUTA DULCE AULOS",3
"10190","JUEGO CUERDAS GATO NEGRO FLAMENCO",0
"101C18","PLATO PAISTE 101 CRASH 18""",0
"101JJ","ARMONÍA MODERNA Y OTRAS HERRAMIENTAS COMPOSITIVAS",0
"101MM","MÉTODO COMPLETO DE SAXOFÓN.HENRY KLOSÉ",0
"101ZM","EJERCICIOS TRATADO DE ARMONÍA. ZAMACOIS. LIBRO 1",7
"101ZM2","EJERCICIOS TRATADO DE ARMONÍA. ZAMACOIS. LIBRO 2",9
"101ZM3","EJERCICIOS TRATADO DE ARMONÍA. ZAMACOIS. LIBRO 3",0
"1023","LOOK,LISTEN AND LEARN BOMBARDINO VOL.3",0
"1023313","LOOK, LISTEN & LEARN DUO VOL 1 TROMBÓN.",0
"1023314","DUO BOOK VOL. 1 LOOK LISTEN, TROMBON",0
"1023324","LOOK, LISTEN & LEARN DUO VOL 2 TROMBÓN",0
"1023325","LOOK, LISTEN. DUO BOOK. TROMBON B.C.",0
"1025","CONCIERTO OP 9, Nº2 ALBINONI OBOE (IMC)",1
"1038","FUNDA BOMBO 60 X 30 NEGRA",0
"103-D","PIE MICRO JIRAFA MICS-103D",0
"1042R","BATERÍA INFANTIL JINBAO JUNIOR 1042",0
"10-4520-03","BOMBO CHARANGA 45x20 CM AZUL MOD-10452",0
"10518H","CAJA SORDA JINBAO",0
"10518S","SOPORTE CAJA SORDA JINBAO",0
"1052J","CAJA METALICA BATERÍA JINBAO 1052",0
"105-5","CASTAÑUELA JALE CAOBA PULIDA Nº 5",0
"10552","BOMBO CHARANGA 55x20 MOD.10552 NP",0
"1055J","CAJA MET. BANDA JINBAO 1055",0
"1057J","CAJA METALICA BATERIA JIMBAO 14""X 5""",0
"107","FUNDA TROMPETA NEGRA/GRIS ROJA /GRIS",0
"108100","JUEGO CUERDAS VIOLÍN PYRAMID GOLD 4/4",0
"1084AN","BANQUETA PIANO REGULABLE NEGRA",0
"10851","ZAPATILLAS (JUEGO) CLARINETE BUFFET PIEL DOBLE BCA",0
"10935","ZAPATILLAS CLARINETE BUFFET VARIAS MEDIDAS",0
"11","PAPELERA",0
"1101A","SILLÍN BATERÍA JINBAO 1101A",0
"1101E","SILLÍN BATERÍA JUNIOR 1101E",0
"11022","CORTINA ODA DE 25 TUBOS",0
"1102B","SOPORTE DE CAJA JINBAO 1102B",0
"11030","PIE SOPORTE PARA CORTINA",0
"1103D","SOPORTE RECTO PLATO JINBAO DOBLE REFORZADO",0
"1103F","PIE PARA PLATO JIRAFA JINBAO 1103F",1
"1104B","SOPORTE PIE CHASTON JINBAO 1104B",0
"1106B","PEDAL BOMBO PLATAFORMA 1106B",0
"1106C","PEDAL BOMBO JINBAO 1106C",0
"110D12","DJEMBE AFRICANO JINBAO 12",0
"1110239600038","ZAPATILLAS CLARINETE TIPO BUFFET CL-20 PISONI",0
"1120011700207","JUEGO ZAPATILLAS CLARINETE TIPO BUFFET.PISONI",0
"1121037M","ARO BOQUILLA TROMPETA BACH1 1/2D",0
"1122","ESTUCHE HERRAMIENTAS OBOE-FAGOT",0
"1122521","CASTAÑUELAS FIBRA NEGRA TALLA 5.",0
"1123010P","BOQUILLA TROMPETA OBRAC MOD.BACH 1 1/2C",0
"112S","24 STUDIES IN ALL TONALITIES.STARK.CLARINETE",0
"112ST","24 VIRTUOSITY STUDIES, OP.51 (LIBRO 1) STARK",0
"1133","CORREA TIMBAL COFRADIA ARAGÓN REF745 NEGR",0
"11340","ESTUCHE NAYLON XL ROJO/AZUL",0
"1142522","CASTAÑUELAS FIBRA NEGRA VETEADA ROJA TALLA 5.DOBLE",0
"1173","PROTECTOR PIEL PARA CAMPANA TUBA NEGRO",0
"11740","MALETA COLORES ""MUSIC""",0
"1189","FUNDA ARCO VIOLÍN 78x6x3 ORTOLÁ",0
"120019","CORREA GUITARRA CALAVERA",0
"120032","CORREA GUITARRA FUEGO",0
"1201008","LLAVERO ARMONICA HONER",0
"120104","BANDOLERA GUITARRA RENEGADE CRIME SCENE",0
"1201061","ARMÓNICA HOHNER MINI HARP COLORES 91301",0
"1201085","ARMÓNICA HOHNER SPEEDY NEGRA,AZUL,ROJA,AMARILLA",0
"12019","BOLIGRAFO CLAVE SOL  NEGRO",0
"1205","FUNDA CAJA 14""x5"" ORTOLÁ ACOLCHADA",0
"1207","FUNDA TAMBOR 45x27 ACOLCHADO 33mm",0
"1216","FUNDA TAMBOR CUERDAS Y 1800 43x23",0
"1221","CEJILLA GUITARRA CLÁSICA ALICE ORTOLÁ",0
"1222422","CASTAÑUELAS CONCIERTO NEGRA Nº4.DOBLE CAJA",0
"1229","TELEMANN,CONCIERTO PARA 2 TROMPASY ORQUESTA CUERDA",0
"1232411","CASTAÑUELAS FIBRA NEGRA AMATEUR 4",0
"1232611","CASTAÑUELAS FIBRA NEGRA AMATEUR Nº6",0
"1233N","ATRIL OBRAC ARGOLLA NIQUEL CORNETA",0
"1234","APOYACELLO DE CUERO CON ANILLA",2
"1241","40 ESTUDIOS VIOLONCELLO OP.31.S.LEE. TOMO 1",3
"12453B","BOLSA NEGRA CON INSTRUMENTOS BEIG",0
"12453BE","BOLSA BEIG CON INSTRUMENTOS EN NEGRO",0
"1247","FUNDA HERRAJES BATERÍA 92x27 ACOLCH.10mm",0
"1270143911","TROMBON PBUZZ ROT ABS ROJO",0
"1273","TAMBOR INFANTIL CORREA+BAQ+LLAVE DB0069 ROJO",0
"1280","TAMBOR INFANTIL 12""X4"" 6 DIVISIONES DB0092",0
"1293","LIMPIADOR FLAUTA ESCOBILLA LANA",5
"12XB","BLOC FOLIO APAISADO O  VERTICAL",4
"13001","CORONAS ODA DE 5 CASCABELES CORREA PIEL",0
"13002","CORONA DE 5 CASCABELES",0
"13003","CASCABELES ODA CORONA CORREA PIEL",0
"13004","CORONA DE 10 CASCABELES",0
"13007","CASCABELES 5 MUÑEQUERA NACH (PAR)",0
"1301014","BOQUILLA MELODICA HOHNER 9909 (ALTO/SOP)",0
"13032","RACIMO 21 CASCABELES NACH",0
"1305","FUNDA TECLADO 96x37x15 ACOLCHADO",0
"1338","AGOGO CENCERRO DB-ORTOLÁ",0
"133P","ESCUELA DE LA FLAUTA.VOL2.MARCIAL PICÓ",0
"133WM","TEORÍA Y PRÁCTICA DE LA FLAUTA 3ARTICUL TREVOR WYE",0
"1342","35 ETUDES TECHNIQUES RENE DECOUAIS",0
"1352","CORDÓN CLARINETE ORTOLÁ CON GANCHO",0
"138300","ACEITE ROTOR YAMAHA",0
"139100","JUEGO CUERDAS VIOLA 14"" PYRAMID 139100",0
"14002","CLAVES (PAR) SAPELLY NACH",0
"1401001","LIMPIADOR ESCOBILLA FLAUTA DULCE HOHNER",4
"140104","CUERDA 4ª DO VIOLA PYRAMID GOLD",1
"1405","FUNDA FLAURA DULCE NEGRA",1
"141082003111","MI METODO V.1. IMPRONTU",0
"141082003112","MI METODO V.2 IMPRONTU",0
"1417A","VIOLÍN KARPATHI 1417-A 3/4",0
"142476","BOQUILLA TROMBON SCHAGERL 5G TUBERIA ANCHA",0
"1426","CABLE MICRO STANDART 10 M",0
"142LBS","FUNDA TROMPA ORTOLÁ 142LBS CAMP.DESMONTABLE",0
"14336","FUNDA GAFAS CON PAÑO PARA LIMPIAR",1
"1435","CUBRE TECLAS FIELTRO 125x15",0
"14350","TAMBOR SAYÓN 35X20 PASIÓN MOD.14350",0
"14354","SAYÓN PASIÓN DEL SUR 35X14",0
"1436","BANDOLERA TAMBOR-BOMBO ACOLCHADA CINTURA REF710",0
"14404","SAYÓN PASIÓN DEL SUR 40x44",0
"1456","MINIATURA TROMBÓN",0
"148","FUNDA ATRIL ACOLCHADA ORTOLÁ",0
"1495","SOPORTE PLATO JIRAFA 416",0
"1496","SOPORTE PLATO RECTO DB0148",0
"15002","MARACA COLEGIAL",0
"15004","MARACAS SEMI-PROFESIONAL (PAR)",1
"1501019","FUNDA CASTAÑUELAS SKAY SAMBA 71",0
"15012","GÜIRO TIPO PEZ",0
"15020","HUEVO (UNIDAD) MARACA",10
"15024","MARACA PLÁSTICO ODA (PAR)",0
"1506","MUELLE SALIVERO TROMPETA COBRE OBRAC",0
"1512M","SILLIN PREMIER 1512M",0
"152SG","ROMANZA OP.94 SCHUMANN OBOE/CLAR PIANO",0
"1534","PALANCA DB0356 BORDONERA CAJA",0
"1543PKKU","PINZA FOTO CORCHEAS BLANCO Y NEGRO",0
"1575","BATIDOR GOLPEADOR DE TRIÁNGULO DB",0
"157MG","VILLANCICOS POPULARES ANDALUCES.PIANO FÁCIL",0
"157TS","CHANSON TRISTE.TSCHAIKOWSKY OP.40 Nº2",0
"1597","BORDONERO 14"" 42 HILOS DB05012",0
"1600","BORDONERA 14"" 24 HILOS DB0518",0
"1601","BORDONERA 14"" 20 HILOS DB0520",0
"1603","BORDONERA 14"" 12 HILOS DB0524",0
"1604","BORDONDERA 14"" 6 HILOS DB0526",0
"16060","Pinza negra Köning&Meyer (juego de 4)",0
"161034891001","CINCO NOTAS METODO INICIACION PIANO 1",0
"161034891002","CINCO NOTAS METODO INICIACION PIANO",1
"1613","BORDONERO CAJA 10"" DE 12 HILOS DB",0
"1614","BORDONERO 13"" 12 HILOS DB0539",1
"162R","NUEVO LENGUAJE MUSICAL 2.GABRIEL ROBLES",3
"1641","CENCERRO CROMADO 4,5",0
"16507","BOLIGRAFO IMANTADO",0
"1681","CORDÓN ARNÉS SAXO MUJER SD-51W",0
"17006","SOPORTE ""U"" PARA CAJA CHINA PLANA",0
"17250","MINI SAYÓN  NP 10""x12",0
"17300","MINI SAYÓN NP 12""x12",0
"173101","CUERDA 1ª(LA) CELLO 4/4 PYRAMID GOLD",0
"173102","CUERDA 2ª (RE) CELLO 4/4 PYRAMID GOLD",0
"174A","BOBINA LATÓN OBOE RIGOTTI ACC-174A 0.3mm 25mm",1
"174BA","6 SONATAS AND PARTITAS S.1001-1006.VIOLÍN.BACH",0
"174MG","ORCHESTER PROBESPIEL VIOLÍN.VOL.2",0
"176B","21 MINI DUETTI.JEAN BOUVARD.SAXO",0
"180","MUELLE SALIVERO TROMPERA 180 BACH",0
"18002","TRIÁNGULO 16 CM NACH",0
"18004","TRIÁNGULO  DE 18 CM",0
"18006","TRIÁNGULO NACH DE 20 CM",0
"1801N5A","BAQUETAS PROMUCO AMERICAN HICKORY NYLON TIP 5A",3
"18557","BOLIGRAFO MOTIVOS MUSICALES COLORES",5
"1880","GRASA BACH VARAS TROMBON 1880",3
"1887","GRASA BACH SLIDE GREASE",0
"18RX","GUÍA TÉCNICA DE CONTRABAJO.ELEMENTAL.JAIME ROBLES",1
"18ZHT","PLATOS (PAR) ZILDJIAN 18"" BANDA",0
"19002","CASTAÑUELAS CON MANGO",0
"1901001","PIVOTE PLÁSTICO ACÚSTICA HERIBA BLANCA/NEGRA",6
"1901003","TOPE DUNLOP CROMADO 7100 SI",1
"190786074576","ARMÓNICA HOHNER HAPPY AMARILLA",2
"190786074583","ARMÓNICA HOHNER HAPPY AZUL",1
"190786074590","ARMÓNICA HOHNER HAPPY VERDE",1
"190786074606","ARMÓNICA HOHNER HAPPY ROJA",0
"190786079939","ARMÓNICA HONER PRO HASRD G",0
"190786082502","ARMÓNICA HONER OCEN STAR C",0
"190786082571","ARMÓNICA HONER BIG VALLEY C",0
"190786373457","FLAUTA ALEMANA HOOHNER AZUL B95852",0
"19096","CASTAÑUELAS IMIT. EBANO Nº 6",0
"19097","CASTAÑUELAS IMIT. EBANO Nº 7",0
"19098","CASTAÑUELAS IMIT.EBANO Nº 8",0
"19124","CASTAÑUELAS PALO SANTO Nº4 NACH",0
"192233022017","ADAPTADOR UNIVERSAL CORRIENTE 3-12V 7 CONECTORES",0
"1964","GOLPEADOR SILICONA SIN FORMA 20x7´5",0
"196852700936","PROTECTOR BARBADA STRAD PAD EBANO STANDARD",0
"2","PIZARRA BLANCA MARCO PINO",0
"2000827","CASTAÑUELAS TELA CARAMELO Nº7 DOBLE CAJA",0
"2012","SET LATAS NOTAS MUSICALES",0
"20300","BOMBO PARA BANDA 60x24 cm",0
"204A","ESTUCHE TROMBÓN CONSOLAT ESTVAF-204A",0
"20551","CAJA BANDA MTALICA (SIN PER) 33x8 CROMADA HONSUY",0
"2100007272","MULTIEFECTO VOX BAJO STOMPLAB 2B SL2B",0
"21009","SET DE PERCUSIÓN GRANDE CON BOLSA ACOLCHADA",0
"212","Cejuela inferior heriba 212 plastico",1
"2206","LIBRETA CUBIERTA NOTAS PAPEL RECICLADO",0
"2211ZBWS","POSIT BEIGE PENTAGRAMA",0
"2250","LIBRETA INSTRUMENTOS CON GOMA NEGRA",0
"227","36 ESTUDIOS PROGRESIVOS VIOLA KAYSER OP.20",0
"2275","PARCHE 24"" REMO SUEDE AMBASSADOR",0
"2330","PANDERO MADERA 35 CM REF 01630",0
"2400001423507","PANDERETA 20CM HONSUY PARCHE TUNA",0
"2400001423705","PANDERETA 15CM HONSUY PARCHE TUNA",2
"2400001431007","PANDERO HONSUY PARCHE PLASTICO 20CM",0
"2400001479009","TRIANGULO HONSUY ACERO 20CM",0
"2400001481002","MAZA HONSUY PARA PANDERO 48100",5
"2400001484003","NAZA XILÓFONO BAJO O METALÓFONO CABEZA LANA 48400",0
"2400001652501","PAR DE CROTALOS HONSUY 5,5 CM",2
"2400001716401","BOQUILLA HONSUY CORNETA H1 METACRILATO",2
"2400001716500","BOQUILLA HONSUY CORNETA H1 DORADA",0
"2400001718009","BOQUILLA HONSUY CORNETA H1 PLATEADA",6
"2400002718008","BOQUILLA CORNETA H1 MESETA ANCHA PLATEADA",2
"24002","PANDERETA MEDIA LUNA SENCILLA",0
"24020","PANDERETA ODA DOBLE SIN PARCHE DE 30CM",0
"2404","LES ARPEGES DU TROMPETTISTE.GUY APTEL",0
"24042","PANDERETA ODA 25 CM CON PARCHE DE PIEL",0
"24046","PANDERETA ODA 20CM CON PARCHE DE PIEL",0
"24050","PANDERETA ODA DOBLE SIN PARCHE DE 20 CM",0
"24075","PANDERO ODA DE 20 CM PARCHE PLÁSTICO",0
"24077","PANDERO ORDA DE 25 CM PARCHE PLÁSTICO",1
"24281","ESTUCHE MEDIANO MÚSICA BLANCO CON NOTAS Y ENGANCHE",1
"2430","ARMÓNICA HOHNER ECHO ALPES EN DO 2430-28",0
"244272","TROMBONE SLIDE LUBRICANT",0
"2487","GOLPEADOR NEGRO CON FORMA 17x7",0
"24SAETA","BOMBO 24"" SAETA NEGRO",0
"2507BUMA","ALFOMBRILLA RATÓN CERDITOS MUSICALES",0
"251","SLIDE DUNLOP PYREX 251",2
"25600","TAMBOR ROCIERO HONSUY 38 x 48 cm",0
"2595","BAQUETA TAMBOR NATURAL ORTOLA",0
"2596","BAQUETA TAMBOR NOGAL ORTOLA",0
"26020","PAR CRÓTALOS CHARKUM DE 4,5 LATÓN",0
"26021","PAR CRÓTALOS CHARKUM DE 5.5 LATÓN",0
"26155","FLAUTA ÉMBOLO TRANSPARENTE",0
"2620","BAQUETA GONALCA 5B NYLON",0
"26232","CARRILLÓN INFANTIL DE 8 NOTAS",0
"26260","BARRAS SONORAS 8 NOTAS",0
"2628","MAZA XILÓFONO BOLA GOMA SEMIDURA SD25 PAR",0
"2629","DAILY DRILLS AND TECHNIQUE.TROMPETA.M.SCHOOLSSBERG",0
"2631","MAZA XILÓFONO ANILLO FIELTRO REF.02480",0
"2645","MAZA BOMBO FORRO PELUCHE",0
"2646","MAZA BOMBO PELUCHE CONCIERTO REF.02600",0
"2651","MAZA BOMBO BOLA FIELTRO TIMBAL",0
"2652","MAZA BOMBO BOLA FIELTRO",0
"2659","GOLPEADOR  TRANSPARENTE CON FORMA",0
"2669","CAJA CHINA ESPECIAL COLORES",0
"2678","SOPORTE CAJA CHINA PLANO 2678-099",3
"2679","SOPORTE CAJA CHINA EN S",1
"2680","SOPORTE CAJA CHINA EN U",3
"2681","SOPORTE CAJA CHINA EN S",0
"2695","HUEVO (UNIDAD) MARACA GONALCA",0
"27052","CAMPANITAS (PAR) DE CHOQUE (TIPO CRÓTALO)",2
"27055","CAMPANITAS (8) ODA",0
"27400","TAMBOR PARADA ALUMINIO 35,5X16 DB INTERIOR",0
"2750","SONATAS PIANO MOZART VOL.1.URTEXT",0
"2801","BOMBO CHARANGA 40X18 GONALCA CON SOPORTE PLATILLO",0
"28010","BORDÓN DE SEDA",0
"28020","CRÓTALOS (PAR) NACH 4.5 LATÓN",0
"28055","BOLSA PEQUEÑA PERCUSIÓN",0
"28132","BORDONERO METÁLICO 33CM 20H",0
"2839","TAMBOR ROCIERO GONALCA 38x45",0
"2901023","CEJILLA PANTOJA EBANO ARTESANA",0
"290201","BAQUETA PARA TAMBORÍN IZZO TRIPLE PLÁSTICO",0
"29105","SOPORTE CAJA CHINA PLANO 29105 NP",0
"29120","SOPORTE PLATILLOS BOMBO MOD-29120",0
"291934","AGOGO IZZO DOBLE LARGE",0
"2929","GRASA CORCHOS 2929 SELMER USA",0
"293431","PANDEIRO IZZO 12´´ ABS P/PLÁSTICO IZZO GOL",0
"293441","PANDEIRO 12´IZZO ABS PARCHE BANDERA BRASIL",0
"293993","AGOGO IZZO DOBLE CORTO",0
"2942","TUNING SLIDE SELMER.GRASA BOMBA CORCHO",0
"297550","PARCHE 10´´ CUICA IZZO DE PIEL",0
"2LC0677916","MICRÓFONO SHURE SM58",0
